Id,Expected
train_2323,bell_tower
train_2324,altar
train_2325,flying_buttress
train_2326,altar
train_2327,stained_glass
train_2328,vault
train_2329,stained_glass
train_2330,bell_tower
train_2331,bell_tower
train_2332,flying_buttress
train_2333,stained_glass
train_2334,bell_tower
train_2335,vault
train_2336,stained_glass
train_2337,stained_glass
train_2338,vault
train_2339,column
train_2340,column
train_2341,vault
train_2342,gargoyle
train_2343,altar
train_2344,column
train_2345,altar
train_2346,stained_glass
train_2347,dome_outer
train_2348,gargoyle
train_2349,column
train_2350,gargoyle
train_2351,apse
train_2352,column
train_2353,column
train_2354,gargoyle
train_2355,column
train_2356,dome_outer
train_2357,apse
train_2358,vault
train_2359,dome_outer
train_2360,vault
train_2361,stained_glass
train_2362,dome_outer
train_2363,altar
train_2364,bell_tower
train_2365,dome_outer
train_2366,flying_buttress
train_2367,gargoyle
train_2368,altar
train_2369,bell_tower
train_2370,gargoyle
train_2371,stained_glass
train_2372,bell_tower
train_2373,bell_tower
train_2374,gargoyle
train_2375,vault
train_2376,stained_glass
train_2377,apse
train_2378,flying_buttress
train_2379,dome_outer
train_2380,bell_tower
train_2381,column
train_2382,column
train_2383,dome_inner
train_2384,dome_outer
train_2385,dome_outer
train_2386,dome_outer
train_2387,column
train_2388,flying_buttress
train_2389,gargoyle
train_2390,gargoyle
train_2391,column
train_2392,bell_tower
train_2393,gargoyle
train_2394,column
train_2395,flying_buttress
train_2396,bell_tower
train_2397,gargoyle
train_2398,column
train_2399,apse
train_2400,flying_buttress
train_2401,apse
train_2402,bell_tower
train_2403,column
train_2404,gargoyle
train_2405,dome_inner
train_2406,bell_tower
train_2407,dome_outer
train_2408,dome_outer
train_2409,column
train_2410,dome_inner
train_2411,bell_tower
train_2412,bell_tower
train_2413,column
train_2414,column
train_2415,column
train_2416,gargoyle
train_2417,column
train_2418,stained_glass
train_2419,bell_tower
train_2420,stained_glass
train_2421,dome_outer
train_2422,altar
train_2423,bell_tower
train_2424,vault
train_2425,column
train_2426,gargoyle
train_2427,dome_outer
train_2428,stained_glass
train_2429,bell_tower
train_2430,vault
train_2431,bell_tower
train_2432,gargoyle
train_2433,vault
train_2434,apse
train_2435,flying_buttress
train_2436,dome_outer
train_2437,apse
train_2438,dome_outer
train_2439,dome_outer
train_2440,bell_tower
train_2441,vault
train_2442,flying_buttress
train_2443,dome_outer
train_2444,stained_glass
train_2445,dome_outer
train_2446,dome_inner
train_2447,vault
train_2448,altar
train_2449,gargoyle
train_2450,column
train_2451,apse
train_2452,dome_outer
train_2453,vault
train_2454,dome_outer
train_2455,gargoyle
train_2456,vault
train_2457,bell_tower
train_2458,gargoyle
train_2459,stained_glass
train_2460,dome_inner
train_2461,stained_glass
train_2462,altar
train_2463,vault
train_2464,column
train_2465,vault
train_2466,stained_glass
train_2467,vault
train_2468,stained_glass
train_2469,bell_tower
train_2470,vault
train_2471,column
train_2472,gargoyle
train_2473,gargoyle
train_2474,flying_buttress
train_2475,stained_glass
train_2476,dome_outer
train_2477,bell_tower
train_2478,column
train_2479,bell_tower
train_2480,column
train_2481,gargoyle
train_2482,dome_outer
train_2483,stained_glass
train_2484,column
train_2485,apse
train_2486,stained_glass
train_2487,apse
train_2488,apse
train_2489,stained_glass
train_2490,vault
train_2491,gargoyle
train_2492,dome_inner
train_2493,column
train_2494,dome_inner
train_2495,flying_buttress
train_2496,stained_glass
train_2497,altar
train_2498,bell_tower
train_2499,altar
train_2500,dome_inner
train_2501,column
train_2502,vault
train_2503,column
train_2504,dome_outer
train_2505,dome_outer
train_2506,altar
train_2507,gargoyle
train_2508,gargoyle
train_2509,apse
train_2510,dome_outer
train_2511,stained_glass
train_2512,column
train_2513,dome_inner
train_2514,stained_glass
train_2515,gargoyle
train_2516,dome_outer
train_2517,altar
train_2518,flying_buttress
train_2519,gargoyle
train_2520,vault
train_2521,vault
train_2522,column
train_2523,column
train_2524,dome_outer
train_2525,dome_outer
train_2526,stained_glass
train_2527,vault
train_2528,bell_tower
train_2529,dome_inner
train_2530,altar
train_2531,apse
train_2532,flying_buttress
train_2533,dome_outer
train_2534,column
train_2535,stained_glass
train_2536,altar
train_2537,dome_outer
train_2538,bell_tower
train_2539,bell_tower
train_2540,dome_outer
train_2541,apse
train_2542,dome_outer
train_2543,dome_outer
train_2544,stained_glass
train_2545,gargoyle
train_2546,vault
train_2547,apse
train_2548,altar
train_2549,altar
train_2550,column
train_2551,apse
train_2552,dome_outer
train_2553,apse
train_2554,flying_buttress
train_2555,column
train_2556,bell_tower
train_2557,dome_inner
train_2558,gargoyle
train_2559,dome_outer
train_2560,gargoyle
train_2561,stained_glass
train_2562,altar
train_2563,column
train_2564,dome_outer
train_2565,column
train_2566,column
train_2567,bell_tower
train_2568,column
train_2569,altar
train_2570,column
train_2571,bell_tower
train_2572,bell_tower
train_2573,vault
train_2574,vault
train_2575,column
train_2576,altar
train_2577,altar
train_2578,vault
train_2579,stained_glass
train_2580,dome_outer
train_2581,stained_glass
train_2582,column
train_2583,gargoyle
train_2584,gargoyle
train_2585,gargoyle
train_2586,column
train_2587,dome_inner
train_2588,vault
train_2589,gargoyle
train_2590,column
train_2591,gargoyle
train_2592,gargoyle
train_2593,vault
train_2594,gargoyle
train_2595,bell_tower
train_2596,stained_glass
train_2597,altar
train_2598,gargoyle
train_2599,gargoyle
train_2600,column
train_2601,dome_outer
train_2602,altar
train_2603,dome_outer
train_2604,column
train_2605,gargoyle
train_2606,vault
train_2607,vault
train_2608,flying_buttress
train_2609,column
train_2610,vault
train_2611,column
train_2612,stained_glass
train_2613,bell_tower
train_2614,column
train_2615,stained_glass
train_2616,altar
train_2617,apse
train_2618,column
train_2619,dome_outer
train_2620,column
train_2621,altar
train_2622,column
train_2623,gargoyle
train_2624,dome_outer
train_2625,gargoyle
train_2626,gargoyle
train_2627,stained_glass
train_2628,gargoyle
train_2629,vault
train_2630,bell_tower
train_2631,bell_tower
train_2632,altar
train_2633,dome_inner
train_2634,bell_tower
train_2635,bell_tower
train_2636,gargoyle
train_2637,column
train_2638,gargoyle
train_2639,bell_tower
train_2640,gargoyle
train_2641,altar
train_2642,flying_buttress
train_2643,flying_buttress
train_2644,dome_inner
train_2645,dome_outer
train_2646,bell_tower
train_2647,altar
train_2648,bell_tower
train_2649,dome_outer
train_2650,dome_outer
train_2651,column
train_2652,vault
train_2653,altar
train_2654,altar
train_2655,gargoyle
train_2656,bell_tower
train_2657,stained_glass
train_2658,stained_glass
train_2659,column
train_2660,vault
train_2661,gargoyle
train_2662,column
train_2663,column
train_2664,dome_inner
train_2665,dome_outer
train_2666,column
train_2667,column
train_2668,column
train_2669,dome_inner
train_2670,dome_outer
train_2671,column
train_2672,column
train_2673,bell_tower
train_2674,stained_glass
train_2675,vault
train_2676,flying_buttress
train_2677,dome_inner
train_2678,stained_glass
train_2679,stained_glass
train_2680,flying_buttress
train_2681,column
train_2682,column
train_2683,flying_buttress
train_2684,flying_buttress
train_2685,vault
train_2686,apse
train_2687,dome_inner
train_2688,stained_glass
train_2689,apse
train_2690,bell_tower
train_2691,bell_tower
train_2692,dome_outer
train_2693,altar
train_2694,vault
train_2695,vault
train_2696,vault
train_2697,bell_tower
train_2698,altar
train_2699,column
train_2700,gargoyle
train_2701,column
train_2702,altar
train_2703,column
train_2704,flying_buttress
train_2705,gargoyle
train_2706,dome_inner
train_2707,dome_outer
train_2708,gargoyle
train_2709,bell_tower
train_2710,dome_inner
train_2711,bell_tower
train_2712,vault
train_2713,column
train_2714,stained_glass
train_2715,altar
train_2716,gargoyle
train_2717,gargoyle
train_2718,gargoyle
train_2719,dome_inner
train_2720,vault
train_2721,dome_outer
train_2722,column
train_2723,vault
train_2724,vault
train_2725,gargoyle
train_2726,vault
train_2727,column
train_2728,altar
train_2729,flying_buttress
train_2730,column
train_2731,bell_tower
train_2732,gargoyle
train_2733,apse
train_2734,dome_outer
train_2735,gargoyle
train_2736,dome_inner
train_2737,vault
train_2738,vault
train_2739,dome_outer
train_2740,vault
train_2741,dome_outer
train_2742,vault
train_2743,column
train_2744,stained_glass
train_2745,apse
train_2746,column
train_2747,apse
train_2748,stained_glass
train_2749,column
train_2750,column
train_2751,vault
train_2752,dome_outer
train_2753,column
train_2754,dome_inner
train_2755,dome_outer
train_2756,dome_outer
train_2757,altar
train_2758,dome_outer
train_2759,apse
train_2760,flying_buttress
train_2761,apse
train_2762,gargoyle
train_2763,apse
train_2764,dome_outer
train_2765,column
train_2766,dome_inner
train_2767,vault
train_2768,bell_tower
train_2769,dome_outer
train_2770,flying_buttress
train_2771,gargoyle
train_2772,stained_glass
train_2773,column
train_2774,column
train_2775,altar
train_2776,column
train_2777,bell_tower
train_2778,gargoyle
train_2779,stained_glass
train_2780,stained_glass
train_2781,column
train_2782,dome_outer
train_2783,flying_buttress
train_2784,bell_tower
train_2785,column
train_2786,stained_glass
train_2787,stained_glass
train_2788,stained_glass
train_2789,column
train_2790,stained_glass
train_2791,stained_glass
train_2792,dome_inner
train_2793,altar
train_2794,altar
train_2795,gargoyle
train_2796,stained_glass
train_2797,vault
train_2798,stained_glass
train_2799,gargoyle
train_2800,flying_buttress
train_2801,column
train_2802,stained_glass
train_2803,altar
train_2804,altar
train_2805,altar
train_2806,column
train_2807,bell_tower
train_2808,column
train_2809,column
train_2810,stained_glass
train_2811,flying_buttress
train_2812,vault
train_2813,gargoyle
train_2814,column
train_2815,dome_outer
train_2816,gargoyle
train_2817,stained_glass
train_2818,altar
train_2819,dome_outer
train_2820,column
train_2821,column
train_2822,bell_tower
train_2823,gargoyle
train_2824,gargoyle
train_2825,column
train_2826,column
train_2827,gargoyle
train_2828,bell_tower
train_2829,bell_tower
train_2830,dome_inner
train_2831,gargoyle
train_2832,bell_tower
train_2833,column
train_2834,column
train_2835,column
train_2836,dome_inner
train_2837,gargoyle
train_2838,gargoyle
train_2839,gargoyle
train_2840,bell_tower
train_2841,dome_inner
train_2842,dome_inner
train_2843,dome_outer
train_2844,bell_tower
train_2845,gargoyle
train_2846,flying_buttress
train_2847,column
train_2848,gargoyle
train_2849,apse
train_2850,gargoyle
train_2851,column
train_2852,column
train_2853,column
train_2854,gargoyle
train_2855,dome_outer
train_2856,altar
train_2857,column
train_2858,column
train_2859,flying_buttress
train_2860,stained_glass
train_2861,gargoyle
train_2862,gargoyle
train_2863,vault
train_2864,gargoyle
train_2865,column
train_2866,apse
train_2867,column
train_2868,altar
train_2869,dome_inner
train_2870,dome_outer
train_2871,altar
train_2872,vault
train_2873,dome_inner
train_2874,stained_glass
train_2875,flying_buttress
train_2876,bell_tower
train_2877,stained_glass
train_2878,column
train_2879,altar
train_2880,stained_glass
train_2881,gargoyle
train_2882,bell_tower
train_2883,vault
train_2884,bell_tower
train_2885,altar
train_2886,bell_tower
train_2887,dome_outer
train_2888,flying_buttress
train_2889,bell_tower
train_2890,column
train_2891,flying_buttress
train_2892,dome_outer
train_2893,dome_outer
train_2894,altar
train_2895,gargoyle
train_2896,gargoyle
train_2897,vault
train_2898,dome_outer
train_2899,gargoyle
train_2900,vault
train_2901,dome_inner
train_2902,column
train_2903,stained_glass
train_2904,stained_glass
train_2905,column
train_2906,column
train_2907,dome_inner
train_2908,stained_glass
train_2909,bell_tower
train_2910,altar
train_2911,column
train_2912,dome_outer
train_2913,stained_glass
train_2914,gargoyle
train_2915,stained_glass
train_2916,column
train_2917,column
train_2918,dome_outer
train_2919,gargoyle
train_2920,dome_outer
train_2921,stained_glass
train_2922,column
train_2923,dome_inner
train_2924,column
train_2925,column
train_2926,gargoyle
train_2927,column
train_2928,column
train_2929,vault
train_2930,altar
train_2931,dome_outer
train_2932,dome_outer
train_2933,gargoyle
train_2934,altar
train_2935,bell_tower
train_2936,bell_tower
train_2937,column
train_2938,dome_outer
train_2939,stained_glass
train_2940,vault
train_2941,bell_tower
train_2942,dome_inner
train_2943,bell_tower
train_2944,gargoyle
train_2945,stained_glass
train_2946,column
train_2947,column
train_2948,column
train_2949,bell_tower
train_2950,gargoyle
train_2951,dome_outer
train_2952,dome_outer
train_2953,dome_outer
train_2954,apse
train_2955,vault
train_2956,dome_inner
train_2957,dome_inner
train_2958,apse
train_2959,vault
train_2960,gargoyle
train_2961,column
train_2962,stained_glass
train_2963,dome_outer
train_2964,gargoyle
train_2965,bell_tower
train_2966,dome_outer
train_2967,stained_glass
train_2968,altar
train_2969,dome_outer
train_2970,gargoyle
train_2971,altar
train_2972,dome_outer
train_2973,column
train_2974,gargoyle
train_2975,bell_tower
train_2976,gargoyle
train_2977,dome_outer
train_2978,bell_tower
train_2979,vault
train_2980,apse
train_2981,stained_glass
train_2982,dome_inner
train_2983,stained_glass
train_2984,apse
train_2985,gargoyle
train_2986,altar
train_2987,altar
train_2988,column
train_2989,column
train_2990,bell_tower
train_2991,vault
train_2992,dome_outer
train_2993,column
train_2994,column
train_2995,apse
train_2996,column
train_2997,altar
train_2998,dome_outer
train_2999,dome_outer
train_3000,column
train_3001,dome_outer
train_3002,apse
train_3003,vault
train_3004,column
train_3005,vault
train_3006,gargoyle
train_3007,stained_glass
train_3008,stained_glass
train_3009,bell_tower
train_3010,bell_tower
train_3011,dome_outer
train_3012,column
train_3013,stained_glass
train_3014,gargoyle
train_3015,bell_tower
train_3016,altar
train_3017,bell_tower
train_3018,gargoyle
train_3019,dome_outer
train_3020,gargoyle
train_3021,vault
train_3022,dome_inner
train_3023,apse
train_3024,column
train_3025,vault
train_3026,stained_glass
train_3027,bell_tower
train_3028,altar
train_3029,bell_tower
train_3030,dome_outer
train_3031,vault
train_3032,flying_buttress
train_3033,column
train_3034,vault
train_3035,gargoyle
train_3036,dome_inner
train_3037,gargoyle
train_3038,vault
train_3039,apse
train_3040,column
train_3041,gargoyle
train_3042,column
train_3043,column
train_3044,bell_tower
train_3045,gargoyle
train_3046,vault
train_3047,altar
train_3048,dome_outer
train_3049,vault
train_3050,dome_outer
train_3051,column
train_3052,stained_glass
train_3053,dome_inner
train_3054,dome_outer
train_3055,gargoyle
train_3056,dome_outer
train_3057,gargoyle
train_3058,altar
train_3059,gargoyle
train_3060,dome_outer
train_3061,dome_outer
train_3062,column
train_3063,dome_outer
train_3064,vault
train_3065,bell_tower
train_3066,column
train_3067,column
train_3068,vault
train_3069,bell_tower
train_3070,vault
train_3071,vault
train_3072,gargoyle
train_3073,altar
train_3074,dome_inner
train_3075,column
train_3076,altar
train_3077,dome_outer
train_3078,column
train_3079,altar
train_3080,gargoyle
train_3081,stained_glass
train_3082,column
train_3083,vault
train_3084,gargoyle
train_3085,gargoyle
train_3086,dome_outer
train_3087,column
train_3088,bell_tower
train_3089,vault
train_3090,apse
train_3091,altar
train_3092,gargoyle
train_3093,vault
train_3094,column
train_3095,altar
train_3096,column
train_3097,column
train_3098,gargoyle
train_3099,column
train_3100,column
train_3101,stained_glass
train_3102,vault
train_3103,vault
train_3104,column
train_3105,dome_outer
train_3106,flying_buttress
train_3107,stained_glass
train_3108,gargoyle
train_3109,altar
train_3110,stained_glass
train_3111,bell_tower
train_3112,vault
train_3113,gargoyle
train_3114,gargoyle
train_3115,flying_buttress
train_3116,dome_outer
train_3117,apse
train_3118,stained_glass
train_3119,flying_buttress
train_3120,dome_outer
train_3121,column
train_3122,column
train_3123,gargoyle
train_3124,bell_tower
train_3125,altar
train_3126,dome_outer
train_3127,dome_outer
train_3128,dome_outer
train_3129,dome_outer
train_3130,vault
train_3131,dome_outer
train_3132,column
train_3133,stained_glass
train_3134,gargoyle
train_3135,gargoyle
train_3136,altar
train_3137,vault
train_3138,gargoyle
train_3139,bell_tower
train_3140,gargoyle
train_3141,dome_outer
train_3142,flying_buttress
train_3143,column
train_3144,dome_inner
train_3145,vault
train_3146,altar
train_3147,altar
train_3148,column
train_3149,gargoyle
train_3150,dome_outer
train_3151,vault
train_3152,gargoyle
train_3153,column
train_3154,bell_tower
train_3155,flying_buttress
train_3156,column
train_3157,altar
train_3158,dome_outer
train_3159,altar
train_3160,vault
train_3161,dome_outer
train_3162,stained_glass
train_3163,apse
train_3164,flying_buttress
train_3165,vault
train_3166,bell_tower
train_3167,column
train_3168,vault
train_3169,dome_outer
train_3170,vault
train_3171,bell_tower
train_3172,dome_outer
train_3173,column
train_3174,gargoyle
train_3175,dome_inner
train_3176,stained_glass
train_3177,stained_glass
train_3178,vault
train_3179,column
train_3180,vault
train_3181,gargoyle
train_3182,dome_inner
train_3183,altar
train_3184,dome_inner
train_3185,column
train_3186,vault
train_3187,apse
train_3188,apse
train_3189,column
train_3190,dome_outer
train_3191,bell_tower
train_3192,dome_outer
train_3193,bell_tower
train_3194,altar
train_3195,bell_tower
train_3196,dome_outer
train_3197,column
train_3198,stained_glass
train_3199,dome_outer
train_3200,apse
train_3201,bell_tower
train_3202,gargoyle
train_3203,bell_tower
train_3204,column
train_3205,dome_outer
train_3206,dome_outer
train_3207,column
train_3208,bell_tower
train_3209,dome_outer
train_3210,bell_tower
train_3211,gargoyle
train_3212,gargoyle
train_3213,dome_outer
train_3214,column
train_3215,dome_outer
train_3216,gargoyle
train_3217,bell_tower
train_3218,column
train_3219,vault
train_3220,stained_glass
train_3221,vault
train_3222,gargoyle
train_3223,column
train_3224,stained_glass
train_3225,dome_outer
train_3226,gargoyle
train_3227,vault
train_3228,column
train_3229,dome_inner
train_3230,column
train_3231,column
train_3232,bell_tower
train_3233,column
train_3234,bell_tower
train_3235,stained_glass
train_3236,altar
train_3237,gargoyle
train_3238,vault
train_3239,column
train_3240,gargoyle
train_3241,column
train_3242,bell_tower
train_3243,column
train_3244,column
train_3245,column
train_3246,altar
train_3247,column
train_3248,apse
train_3249,dome_inner
train_3250,gargoyle
train_3251,bell_tower
train_3252,apse
train_3253,column
train_3254,apse
train_3255,flying_buttress
train_3256,stained_glass
train_3257,altar
train_3258,column
train_3259,altar
train_3260,altar
train_3261,dome_inner
train_3262,altar
train_3263,apse
train_3264,flying_buttress
train_3265,dome_outer
train_3266,altar
train_3267,altar
train_3268,stained_glass
train_3269,vault
train_3270,flying_buttress
train_3271,altar
train_3272,vault
train_3273,column
train_3274,gargoyle
train_3275,gargoyle
train_3276,altar
train_3277,column
train_3278,bell_tower
train_3279,gargoyle
train_3280,vault
train_3281,column
train_3282,vault
train_3283,flying_buttress
train_3284,dome_outer
train_3285,gargoyle
train_3286,stained_glass
train_3287,stained_glass
train_3288,gargoyle
train_3289,dome_inner
train_3290,column
train_3291,flying_buttress
train_3292,flying_buttress
train_3293,column
train_3294,stained_glass
train_3295,vault
train_3296,stained_glass
train_3297,dome_outer
train_3298,stained_glass
train_3299,vault
train_3300,stained_glass
train_3301,dome_inner
train_3302,column
train_3303,altar
train_3304,bell_tower
train_3305,dome_outer
train_3306,altar
train_3307,dome_outer
train_3308,gargoyle
train_3309,flying_buttress
train_3310,bell_tower
train_3311,vault
train_3312,gargoyle
train_3313,column
train_3314,flying_buttress
train_3315,bell_tower
train_3316,column
train_3317,column
train_3318,gargoyle
train_3319,altar
train_3320,dome_inner
train_3321,gargoyle
train_3322,vault
train_3323,gargoyle
train_3324,column
train_3325,vault
train_3326,dome_outer
train_3327,column
train_3328,flying_buttress
train_3329,vault
train_3330,vault
train_3331,gargoyle
train_3332,dome_outer
train_3333,vault
train_3334,altar
train_3335,gargoyle
train_3336,dome_outer
train_3337,gargoyle
train_3338,stained_glass
train_3339,bell_tower
train_3340,vault
train_3341,bell_tower
train_3342,column
train_3343,dome_outer
train_3344,altar
train_3345,flying_buttress
train_3346,column
train_3347,dome_outer
train_3348,gargoyle
train_3349,altar
train_3350,altar
train_3351,gargoyle
train_3352,column
train_3353,vault
train_3354,stained_glass
train_3355,dome_outer
train_3356,stained_glass
train_3357,vault
train_3358,bell_tower
train_3359,flying_buttress
train_3360,column
train_3361,vault
train_3362,dome_outer
train_3363,bell_tower
train_3364,column
train_3365,bell_tower
train_3366,bell_tower
train_3367,apse
train_3368,bell_tower
train_3369,vault
train_3370,apse
train_3371,column
train_3372,dome_outer
train_3373,altar
train_3374,stained_glass
train_3375,dome_inner
train_3376,column
train_3377,dome_inner
train_3378,dome_outer
train_3379,gargoyle
train_3380,column
train_3381,vault
train_3382,column
train_3383,column
train_3384,gargoyle
train_3385,gargoyle
train_3386,column
train_3387,altar
train_3388,apse
train_3389,gargoyle
train_3390,stained_glass
train_3391,stained_glass
train_3392,vault
train_3393,dome_outer
train_3394,column
train_3395,altar
train_3396,vault
train_3397,vault
train_3398,altar
train_3399,altar
train_3400,vault
train_3401,bell_tower
train_3402,stained_glass
train_3403,dome_outer
train_3404,column
train_3405,stained_glass
train_3406,bell_tower
train_3407,column
train_3408,flying_buttress
train_3409,flying_buttress
train_3410,altar
train_3411,altar
train_3412,stained_glass
train_3413,apse
train_3414,stained_glass
train_3415,column
train_3416,bell_tower
train_3417,column
train_3418,column
train_3419,stained_glass
train_3420,stained_glass
train_3421,apse
train_3422,apse
train_3423,column
train_3424,apse
train_3425,dome_outer
train_3426,altar
train_3427,dome_inner
train_3428,altar
train_3429,bell_tower
train_3430,stained_glass
train_3431,vault
train_3432,vault
train_3433,gargoyle
train_3434,bell_tower
train_3435,stained_glass
train_3436,vault
train_3437,gargoyle
train_3438,dome_inner
train_3439,column
train_3440,column
train_3441,flying_buttress
train_3442,vault
train_3443,vault
train_3444,vault
train_3445,column
train_3446,gargoyle
train_3447,vault
train_3448,stained_glass
train_3449,gargoyle
train_3450,gargoyle
train_3451,gargoyle
train_3452,dome_outer
train_3453,column
train_3454,vault
train_3455,dome_outer
train_3456,dome_inner
train_3457,dome_outer
train_3458,column
train_3459,stained_glass
train_3460,dome_outer
train_3461,vault
train_3462,altar
train_3463,gargoyle
train_3464,column
train_3465,gargoyle
train_3466,dome_inner
train_3467,dome_inner
train_3468,vault
train_3469,stained_glass
train_3470,stained_glass
train_3471,stained_glass
train_3472,column
train_3473,dome_outer
train_3474,altar
train_3475,column
train_3476,column
train_3477,vault
train_3478,gargoyle
train_3479,gargoyle
train_3480,bell_tower
train_3481,apse
train_3482,gargoyle
train_3483,gargoyle
train_3484,apse
train_3485,dome_outer
train_3486,gargoyle
train_3487,stained_glass
train_3488,dome_inner
train_3489,gargoyle
train_3490,dome_outer
train_3491,column
train_3492,stained_glass
train_3493,dome_inner
train_3494,column
train_3495,dome_outer
train_3496,column
train_3497,gargoyle
train_3498,gargoyle
train_3499,gargoyle
train_3500,gargoyle
train_3501,dome_outer
train_3502,vault
train_3503,altar
train_3504,gargoyle
train_3505,gargoyle
train_3506,stained_glass
train_3507,stained_glass
train_3508,dome_inner
train_3509,column
train_3510,dome_inner
train_3511,gargoyle
train_3512,bell_tower
train_3513,stained_glass
train_3514,bell_tower
train_3515,column
train_3516,column
train_3517,dome_inner
train_3518,column
train_3519,vault
train_3520,dome_outer
train_3521,gargoyle
train_3522,stained_glass
train_3523,dome_outer
train_3524,vault
train_3525,gargoyle
train_3526,column
train_3527,column
train_3528,altar
train_3529,gargoyle
train_3530,column
train_3531,bell_tower
train_3532,dome_outer
train_3533,vault
train_3534,gargoyle
train_3535,altar
train_3536,stained_glass
train_3537,gargoyle
train_3538,gargoyle
train_3539,column
train_3540,stained_glass
train_3541,apse
train_3542,vault
train_3543,vault
train_3544,dome_outer
train_3545,apse
train_3546,stained_glass
train_3547,dome_outer
train_3548,stained_glass
train_3549,column
train_3550,flying_buttress
train_3551,column
train_3552,dome_outer
train_3553,dome_outer
train_3554,column
train_3555,dome_inner
train_3556,flying_buttress
train_3557,apse
train_3558,gargoyle
train_3559,apse
train_3560,dome_outer
train_3561,apse
train_3562,altar
train_3563,column
train_3564,gargoyle
train_3565,vault
train_3566,gargoyle
train_3567,flying_buttress
train_3568,column
train_3569,dome_outer
train_3570,column
train_3571,column
train_3572,vault
train_3573,column
train_3574,column
train_3575,altar
train_3576,flying_buttress
train_3577,column
train_3578,dome_outer
train_3579,column
train_3580,dome_inner
train_3581,dome_outer
train_3582,gargoyle
train_3583,gargoyle
train_3584,gargoyle
train_3585,vault
train_3586,bell_tower
train_3587,dome_outer
train_3588,bell_tower
train_3589,gargoyle
train_3590,flying_buttress
train_3591,altar
train_3592,bell_tower
train_3593,gargoyle
train_3594,gargoyle
train_3595,column
train_3596,dome_outer
train_3597,column
train_3598,altar
train_3599,column
train_3600,gargoyle
train_3601,altar
train_3602,dome_inner
train_3603,vault
train_3604,vault
train_3605,flying_buttress
train_3606,stained_glass
train_3607,gargoyle
train_3608,dome_inner
train_3609,vault
train_3610,apse
train_3611,apse
train_3612,dome_outer
train_3613,gargoyle
train_3614,column
train_3615,bell_tower
train_3616,vault
train_3617,gargoyle
train_3618,stained_glass
train_3619,dome_outer
train_3620,gargoyle
train_3621,column
train_3622,stained_glass
train_3623,altar
train_3624,gargoyle
train_3625,bell_tower
train_3626,vault
train_3627,column
train_3628,flying_buttress
train_3629,vault
train_3630,bell_tower
train_3631,flying_buttress
train_3632,dome_inner
train_3633,dome_outer
train_3634,column
train_3635,stained_glass
train_3636,stained_glass
train_3637,column
train_3638,vault
train_3639,dome_outer
train_3640,gargoyle
train_3641,gargoyle
train_3642,column
train_3643,gargoyle
train_3644,bell_tower
train_3645,dome_outer
train_3646,column
train_3647,column
train_3648,altar
train_3649,flying_buttress
train_3650,stained_glass
train_3651,column
train_3652,gargoyle
train_3653,bell_tower
train_3654,bell_tower
train_3655,bell_tower
train_3656,apse
train_3657,column
train_3658,altar
train_3659,apse
train_3660,vault
train_3661,dome_outer
train_3662,vault
train_3663,apse
train_3664,vault
train_3665,vault
train_3666,gargoyle
train_3667,gargoyle
train_3668,bell_tower
train_3669,altar
train_3670,vault
train_3671,gargoyle
train_3672,bell_tower
train_3673,altar
train_3674,gargoyle
train_3675,column
train_3676,gargoyle
train_3677,bell_tower
train_3678,gargoyle
train_3679,vault
train_3680,gargoyle
train_3681,altar
train_3682,dome_inner
train_3683,column
train_3684,dome_inner
train_3685,apse
train_3686,column
train_3687,bell_tower
train_3688,apse
train_3689,gargoyle
train_3690,gargoyle
train_3691,column
train_3692,flying_buttress
train_3693,bell_tower
train_3694,altar
train_3695,bell_tower
train_3696,bell_tower
train_3697,flying_buttress
train_3698,vault
train_3699,bell_tower
train_3700,stained_glass
train_3701,gargoyle
train_3702,vault
train_3703,dome_outer
train_3704,stained_glass
train_3705,dome_outer
train_3706,apse
train_3707,dome_inner
train_3708,dome_inner
train_3709,column
train_3710,bell_tower
train_3711,gargoyle
train_3712,column
train_3713,apse
train_3714,column
train_3715,vault
train_3716,dome_inner
train_3717,dome_outer
train_3718,dome_inner
train_3719,gargoyle
train_3720,altar
train_3721,gargoyle
train_3722,bell_tower
train_3723,column
train_3724,column
train_3725,apse
train_3726,flying_buttress
train_3727,stained_glass
train_3728,column
train_3729,apse
train_3730,column
train_3731,dome_outer
train_3732,altar
train_3733,column
train_3734,altar
train_3735,flying_buttress
train_3736,bell_tower
train_3737,stained_glass
train_3738,gargoyle
train_3739,bell_tower
train_3740,vault
train_3741,vault
train_3742,dome_inner
train_3743,altar
train_3744,column
train_3745,stained_glass
train_3746,bell_tower
train_3747,dome_inner
train_3748,flying_buttress
train_3749,bell_tower
train_3750,dome_inner
train_3751,apse
train_3752,bell_tower
train_3753,dome_outer
train_3754,dome_inner
train_3755,dome_inner
train_3756,gargoyle
train_3757,column
train_3758,flying_buttress
train_3759,dome_outer
train_3760,bell_tower
train_3761,column
train_3762,column
train_3763,bell_tower
train_3764,column
train_3765,dome_inner
train_3766,dome_inner
train_3767,column
train_3768,column
train_3769,dome_outer
train_3770,gargoyle
train_3771,altar
train_3772,vault
train_3773,gargoyle
train_3774,vault
train_3775,stained_glass
train_3776,stained_glass
train_3777,gargoyle
train_3778,gargoyle
train_3779,vault
train_3780,stained_glass
train_3781,gargoyle
train_3782,gargoyle
train_3783,bell_tower
